incident_id,created_at,narrative,indicator_value,indicator_type,account_id,status,scenario_label
INC-00199,2026-05-16 08:58:15,Alert on account ACC-000272 (Reseller / South Asia): observed api_token_abuse and bulk_account_creation and mass_file_download. Source indicator 51.40.165.221 (ipv4) in associated telemetry. Severity low. Awaiting triage.,51.40.165.221,ipv4,ACC-000272,new,api_token_abuse
INC-00200,2026-05-29 05:24:16,Alert on account ACC-001035 (Reseller / Southeast Asia): observed off_hours_admin and data_staging. Source indicator secure-sync.com (domain) in associated telemetry. Severity medium. Awaiting triage.,secure-sync.com,domain,ACC-001035,new,insider_activity
INC-00201,2026-05-12 01:45:20,Alert on account ACC-001408 (Mid-Market / Unknown): observed api_token_abuse and bulk_account_creation and data_staging. Source indicator 104.243.232.19 (ipv4) in associated telemetry. Severity medium. Awaiting triage.,104.243.232.19,ipv4,ACC-001408,new,api_token_abuse
INC-00202,2026-05-18 10:51:40,Alert on account ACC-001738 (Education / Unknown): observed credential_stuffing and geo_velocity. Source indicator 35.47.14.219 (ipv4) in associated telemetry. Severity low. Awaiting triage.,35.47.14.219,ipv4,ACC-001738,new,credential_stuffing
INC-00203,2026-05-16 04:12:09,Alert on account ACC-001016 (SMB / South Asia): observed api_token_abuse and bulk_account_creation. Source indicator 244.213.188.213 (ipv4) in associated telemetry. Severity medium. Awaiting triage.,244.213.188.213,ipv4,ACC-001016,new,api_token_abuse
INC-00204,2026-05-13 06:16:02,Alert on account ACC-001578 (Consumer / Unknown): observed api_token_abuse and bulk_account_creation and data_staging. Source indicator 251.182.21.97 (ipv4) in associated telemetry. Severity high. Awaiting triage.,251.182.21.97,ipv4,ACC-001578,new,api_token_abuse
INC-00205,2026-05-30 15:07:52,Alert on account ACC-001344 (SMB / Southeast Asia): observed suspicious_oauth_grant. Source indicator update-share.com (domain) in associated telemetry. Severity low. Awaiting triage.,update-share.com,domain,ACC-001344,new,phishing_wave
INC-00206,2026-06-01 03:28:35,Alert on account ACC-001767 (Mid-Market / East Asia): observed off_hours_admin and data_staging. Source indicator secure-portal.co (domain) in associated telemetry. Severity low. Awaiting triage.,secure-portal.co,domain,ACC-001767,new,insider_activity
INC-00207,2026-05-16 08:33:05,Alert on account ACC-001996 (Education / Southeast Asia): observed malware_callback. Flagged indicator http://42.229.216.91:43653/bin.sh (url) in associated telemetry; suspected Mozi activity. Severity low. Awaiting triage.,http://42.229.216.91:43653/bin.sh,url,ACC-001996,new,malware_delivery
INC-00208,2026-05-27 18:33:34,Alert on account ACC-001516 (Education / Unknown): observed api_token_abuse and bulk_account_creation. Source indicator 12.150.15.200 (ipv4) in associated telemetry. Severity medium. Awaiting triage.,12.150.15.200,ipv4,ACC-001516,new,api_token_abuse
INC-00209,2026-05-20 23:36:48,Alert on account ACC-001726 (Mid-Market / South Asia): observed bulk_account_creation. Source indicator 175.242.62.184 (ipv4) in associated telemetry. Severity critical. Awaiting triage.,175.242.62.184,ipv4,ACC-001726,new,api_token_abuse
INC-00210,2026-05-19 14:09:59,Alert on account ACC-000939 (Education / East Asia): observed malware_callback. Flagged indicator http://5.175.217.137/bins/sora.spc (url) in associated telemetry; suspected Mirai activity. Severity critical. Awaiting triage.,http://5.175.217.137/bins/sora.spc,url,ACC-000939,new,malware_delivery
INC-00211,2026-05-31 00:29:18,Alert on account ACC-000474 (Mid-Market / East Asia): observed new_device_burst and geo_velocity and off_hours_admin. Source indicator 178.85.162.229 (ipv4) in associated telemetry. Severity low. Awaiting triage.,178.85.162.229,ipv4,ACC-000474,new,benign
INC-00212,2026-05-12 09:56:54,Alert on account ACC-001219 (Enterprise / South Asia): observed geo_velocity. Source indicator 62.7.182.114 (ipv4) in associated telemetry. Severity high. Awaiting triage.,62.7.182.114,ipv4,ACC-001219,new,credential_stuffing
INC-00213,2026-05-11 20:39:22,Alert on account ACC-000116 (Consumer / Middle East): observed off_hours_admin and data_staging. Source indicator dropbox-portal.com (domain) in associated telemetry. Severity low. Awaiting triage.,dropbox-portal.com,domain,ACC-000116,new,insider_activity
INC-00214,2026-05-28 11:20:50,Alert on account ACC-001684 (Enterprise / Middle East): observed impossible_travel and mfa_fatigue and geo_velocity. Source indicator 28.236.85.10 (ipv4) in associated telemetry. Severity high. Awaiting triage.,28.236.85.10,ipv4,ACC-001684,new,account_takeover
INC-00215,2026-05-27 13:54:50,Alert on account ACC-001464 (Reseller / Unknown): observed credential_stuffing and geo_velocity. Source indicator 218.224.179.158 (ipv4) in associated telemetry. Severity low. Awaiting triage.,218.224.179.158,ipv4,ACC-001464,new,credential_stuffing
INC-00216,2026-05-11 04:41:49,Alert on account ACC-000981 (SMB / Eastern Europe): observed api_token_abuse and bulk_account_creation. Source indicator 137.2.108.122 (ipv4) in associated telemetry. Severity critical. Awaiting triage.,137.2.108.122,ipv4,ACC-000981,new,api_token_abuse
INC-00217,2026-05-21 23:24:46,Alert on account ACC-001066 (Reseller / West Africa): observed mfa_fatigue and data_staging. Source indicator 154.176.56.136 (ipv4) in associated telemetry. Severity low. Awaiting triage.,154.176.56.136,ipv4,ACC-001066,new,account_takeover
INC-00218,2026-05-23 03:52:52,Alert on account ACC-001537 (Education / West Africa): observed credential_stuffing. Source indicator 187.82.205.80 (ipv4) in associated telemetry. Severity high. Awaiting triage.,187.82.205.80,ipv4,ACC-001537,new,credential_stuffing
INC-00219,2026-05-14 16:18:21,Alert on account ACC-000132 (Enterprise / Middle East): observed new_device_burst and geo_velocity. Source indicator 185.66.70.49 (ipv4) in associated telemetry. Severity medium. Awaiting triage.,185.66.70.49,ipv4,ACC-000132,new,benign
INC-00220,2026-06-01 12:22:24,Alert on account ACC-001490 (SMB / North America): observed new_device_burst. Source indicator 167.227.182.116 (ipv4) in associated telemetry. Severity high. Awaiting triage.,167.227.182.116,ipv4,ACC-001490,new,benign
INC-00221,2026-05-29 04:50:54,Alert on account ACC-001598 (Reseller / North America): observed malware_callback. Flagged indicator http://69.178.5.220:60908/i (url) in associated telemetry; suspected Mirai activity. Severity medium. Awaiting triage.,http://69.178.5.220:60908/i,url,ACC-001598,new,malware_delivery
INC-00222,2026-05-22 16:29:25,Alert on account ACC-000185 (Reseller / Eastern Europe): observed impossible_travel and mfa_fatigue. Source indicator 51.229.86.245 (ipv4) in associated telemetry. Severity high. Awaiting triage.,51.229.86.245,ipv4,ACC-000185,new,account_takeover
INC-00223,2026-05-23 16:20:50,Alert on account ACC-000564 (SMB / Eastern Europe): observed malware_callback. Flagged indicator http://64.89.161.140/bins/psh4 (url) in associated telemetry; suspected Mirai activity. Severity low. Awaiting triage.,http://64.89.161.140/bins/psh4,url,ACC-000564,new,malware_delivery
INC-00224,2026-05-11 13:50:31,Alert on account ACC-001060 (Education / Middle East): observed new_device_burst and geo_velocity. Source indicator 210.229.224.20 (ipv4) in associated telemetry. Severity low. Awaiting triage.,210.229.224.20,ipv4,ACC-001060,new,benign
INC-00225,2026-05-16 14:53:11,Alert on account ACC-000192 (Consumer / Southeast Asia): observed impossible_travel and mfa_fatigue and new_device_burst. Source indicator 15.194.32.195 (ipv4) in associated telemetry. Severity critical. Awaiting triage.,15.194.32.195,ipv4,ACC-000192,new,account_takeover
INC-00226,2026-05-25 05:04:27,Alert on account ACC-000012 (SMB / South Asia): observed anomalous_share_external. Source indicator update-share.co (domain) in associated telemetry. Severity critical. Awaiting triage.,update-share.co,domain,ACC-000012,new,data_exfiltration
INC-00227,2026-05-21 16:11:26,Alert on account ACC-000341 (Enterprise / Unknown): observed suspicious_oauth_grant. Source indicator vault-share.net (domain) in associated telemetry. Severity high. Awaiting triage.,vault-share.net,domain,ACC-000341,new,phishing_wave
INC-00228,2026-05-18 20:41:25,Alert on account ACC-001150 (Enterprise / Eastern Europe): observed credential_stuffing and geo_velocity. Source indicator 246.14.204.129 (ipv4) in associated telemetry. Severity critical. Awaiting triage.,246.14.204.129,ipv4,ACC-001150,new,credential_stuffing
INC-00229,2026-05-21 13:05:19,Alert on account ACC-000529 (Mid-Market / Southeast Asia): observed api_token_abuse and bulk_account_creation and mfa_fatigue. Source indicator 3.113.94.161 (ipv4) in associated telemetry. Severity low. Awaiting triage.,3.113.94.161,ipv4,ACC-000529,new,api_token_abuse
INC-00230,2026-05-15 11:41:39,Alert on account ACC-000706 (Enterprise / South Asia): observed malware_callback. Flagged indicator http://83.142.209.226/bins/arm6 (url) in associated telemetry; suspected Mirai activity. Severity high. Awaiting triage.,http://83.142.209.226/bins/arm6,url,ACC-000706,new,malware_delivery
INC-00231,2026-05-17 20:41:47,Alert on account ACC-000860 (Enterprise / Southeast Asia): observed suspicious_oauth_grant. Source indicator dropbox-portal.co (domain) in associated telemetry. Severity critical. Awaiting triage.,dropbox-portal.co,domain,ACC-000860,new,phishing_wave
INC-00232,2026-05-11 20:00:08,Alert on account ACC-000716 (Consumer / North America): observed credential_stuffing and geo_velocity and mfa_fatigue. Source indicator 208.7.47.130 (ipv4) in associated telemetry. Severity high. Awaiting triage.,208.7.47.130,ipv4,ACC-000716,new,credential_stuffing
INC-00233,2026-05-18 13:25:38,Alert on account ACC-001994 (Education / West Africa): observed mfa_fatigue. Source indicator 94.113.121.8 (ipv4) in associated telemetry. Severity medium. Awaiting triage.,94.113.121.8,ipv4,ACC-001994,new,account_takeover
INC-00234,2026-05-13 00:25:25,Alert on account ACC-000772 (SMB / Southeast Asia): observed off_hours_admin and data_staging. Source indicator cdn-auth.co (domain) in associated telemetry. Severity critical. Awaiting triage.,cdn-auth.co,domain,ACC-000772,new,insider_activity
INC-00235,2026-05-30 21:29:35,Alert on account ACC-001637 (Reseller / Unknown): observed new_device_burst and geo_velocity. Source indicator 134.44.66.181 (ipv4) in associated telemetry. Severity high. Awaiting triage.,134.44.66.181,ipv4,ACC-001637,new,benign
INC-00236,2026-05-27 13:29:52,Alert on account ACC-001556 (Enterprise / North America): observed new_device_burst and geo_velocity and suspicious_oauth_grant. Source indicator 91.51.155.254 (ipv4) in associated telemetry. Severity medium. Awaiting triage.,91.51.155.254,ipv4,ACC-001556,new,benign
INC-00237,2026-05-11 22:16:35,Alert on account ACC-000185 (Reseller / Eastern Europe): observed impossible_travel and mfa_fatigue. Source indicator 241.70.85.234 (ipv4) in associated telemetry. Severity medium. Awaiting triage.,241.70.85.234,ipv4,ACC-000185,new,account_takeover
INC-00238,2026-05-27 14:08:19,Alert on account ACC-001688 (Reseller / North America): observed mass_file_download and anomalous_share_external. Source indicator dropbox-auth.net (domain) in associated telemetry. Severity critical. Awaiting triage.,dropbox-auth.net,domain,ACC-001688,new,data_exfiltration
INC-00239,2026-05-17 08:15:44,Alert on account ACC-001821 (Education / Unknown): observed off_hours_admin and data_staging. Source indicator secure-auth.net (domain) in associated telemetry. Severity critical. Awaiting triage.,secure-auth.net,domain,ACC-001821,new,insider_activity
INC-00240,2026-05-17 19:00:14,Alert on account ACC-001172 (Education / Middle East): observed new_device_burst and geo_velocity. Source indicator 24.235.155.154 (ipv4) in associated telemetry. Severity low. Awaiting triage.,24.235.155.154,ipv4,ACC-001172,new,benign
INC-00241,2026-05-11 08:02:19,Alert on account ACC-001153 (Reseller / Southeast Asia): observed off_hours_admin and data_staging. Source indicator login-share.net (domain) in associated telemetry. Severity high. Awaiting triage.,login-share.net,domain,ACC-001153,new,insider_activity
INC-00242,2026-06-01 00:30:36,Alert on account ACC-001611 (Enterprise / West Africa): observed impossible_travel and mfa_fatigue. Source indicator 140.47.156.5 (ipv4) in associated telemetry. Severity low. Awaiting triage.,140.47.156.5,ipv4,ACC-001611,new,account_takeover
INC-00243,2026-05-12 02:12:45,Alert on account ACC-000664 (Consumer / East Asia): observed malware_callback. Flagged indicator https://brenmayasociados.com/sass/optimized_MSIyu.png (url) in associated telemetry. Severity low. Awaiting triage.,https://brenmayasociados.com/sass/optimized_MSIyu.png,url,ACC-000664,new,malware_delivery
INC-00244,2026-05-29 12:09:19,Alert on account ACC-001379 (SMB / Eastern Europe): observed suspicious_oauth_grant. Source indicator dropbox-files.co (domain) in associated telemetry. Severity medium. Awaiting triage.,dropbox-files.co,domain,ACC-001379,new,phishing_wave
INC-00245,2026-05-19 22:16:51,Alert on account ACC-001620 (SMB / North America): observed new_device_burst and geo_velocity. Source indicator 135.112.55.23 (ipv4) in associated telemetry. Severity medium. Awaiting triage.,135.112.55.23,ipv4,ACC-001620,new,benign
INC-00246,2026-05-25 19:38:32,Alert on account ACC-001558 (Consumer / Middle East): observed impossible_travel and mfa_fatigue. Source indicator 155.226.15.93 (ipv4) in associated telemetry. Severity critical. Awaiting triage.,155.226.15.93,ipv4,ACC-001558,new,account_takeover
INC-00247,2026-05-11 18:45:44,Alert on account ACC-000867 (Enterprise / North America): observed credential_stuffing and geo_velocity. Source indicator 176.209.213.127 (ipv4) in associated telemetry. Severity medium. Awaiting triage.,176.209.213.127,ipv4,ACC-000867,new,credential_stuffing
INC-00248,2026-05-17 09:35:29,Alert on account ACC-000960 (Enterprise / Eastern Europe): observed anomalous_share_external. Source indicator update-share.com (domain) in associated telemetry. Severity critical. Awaiting triage.,update-share.com,domain,ACC-000960,new,data_exfiltration
INC-00249,2026-05-23 14:21:06,Alert on account ACC-001094 (Enterprise / South Asia): observed suspicious_oauth_grant. Source indicator cdn-share.io (domain) in associated telemetry. Severity low. Awaiting triage.,cdn-share.io,domain,ACC-001094,new,phishing_wave
INC-00250,2026-06-01 12:28:48,Alert on account ACC-000664 (Consumer / East Asia): observed api_token_abuse and bulk_account_creation. Source indicator 52.13.121.62 (ipv4) in associated telemetry. Severity low. Awaiting triage.,52.13.121.62,ipv4,ACC-000664,new,api_token_abuse
INC-00251,2026-05-27 01:40:49,Alert on account ACC-001508 (Reseller / North America): observed credential_stuffing and geo_velocity. Source indicator 235.134.12.121 (ipv4) in associated telemetry. Severity low. Awaiting triage.,235.134.12.121,ipv4,ACC-001508,new,credential_stuffing
INC-00252,2026-05-29 13:45:23,Alert on account ACC-001995 (Enterprise / Southeast Asia): observed new_device_burst and geo_velocity. Source indicator 203.3.147.182 (ipv4) in associated telemetry. Severity medium. Awaiting triage.,203.3.147.182,ipv4,ACC-001995,new,benign
INC-00253,2026-05-30 21:45:43,Alert on account ACC-001628 (Enterprise / South Asia): observed new_device_burst and geo_velocity. Source indicator 113.189.117.182 (ipv4) in associated telemetry. Severity medium. Awaiting triage.,113.189.117.182,ipv4,ACC-001628,new,benign
INC-00254,2026-05-16 06:25:48,Alert on account ACC-001153 (Reseller / Southeast Asia): observed api_token_abuse and bulk_account_creation and suspicious_oauth_grant. Source indicator 68.42.85.237 (ipv4) in associated telemetry. Severity low. Awaiting triage.,68.42.85.237,ipv4,ACC-001153,new,api_token_abuse
INC-00255,2026-05-19 22:37:56,Alert on account ACC-000789 (Reseller / East Asia): observed api_token_abuse and bulk_account_creation. Source indicator 205.216.113.69 (ipv4) in associated telemetry. Severity critical. Awaiting triage.,205.216.113.69,ipv4,ACC-000789,new,api_token_abuse
INC-00256,2026-05-19 11:36:08,Alert on account ACC-001183 (Enterprise / South Asia): observed impossible_travel and mfa_fatigue. Source indicator 15.87.133.135 (ipv4) in associated telemetry. Severity high. Awaiting triage.,15.87.133.135,ipv4,ACC-001183,new,account_takeover
INC-00257,2026-05-28 01:18:01,Alert on account ACC-001648 (SMB / North America): observed api_token_abuse and bulk_account_creation and anomalous_share_external. Source indicator 160.108.7.79 (ipv4) in associated telemetry. Severity medium. Awaiting triage.,160.108.7.79,ipv4,ACC-001648,new,api_token_abuse
INC-00258,2026-05-13 00:24:19,Alert on account ACC-001310 (Enterprise / Middle East): observed off_hours_admin and data_staging and mfa_fatigue. Source indicator vault-share.net (domain) in associated telemetry. Severity low. Awaiting triage.,vault-share.net,domain,ACC-001310,new,insider_activity
INC-00259,2026-05-26 12:15:16,Alert on account ACC-001346 (Reseller / Middle East): observed off_hours_admin and data_staging. Source indicator vault-portal.com (domain) in associated telemetry. Severity low. Awaiting triage.,vault-portal.com,domain,ACC-001346,new,insider_activity
INC-00260,2026-05-26 00:47:57,Alert on account ACC-000082 (Consumer / East Asia): observed off_hours_admin and data_staging and new_device_burst. Source indicator vault-share.co (domain) in associated telemetry. Severity critical. Awaiting triage.,vault-share.co,domain,ACC-000082,new,insider_activity
INC-00261,2026-05-17 07:50:53,Alert on account ACC-001502 (Reseller / North America): observed impossible_travel and mfa_fatigue and new_device_burst. Source indicator 116.204.168.11 (ipv4) in associated telemetry. Severity medium. Awaiting triage.,116.204.168.11,ipv4,ACC-001502,new,account_takeover
INC-00262,2026-05-27 12:08:19,Alert on account ACC-001037 (Education / South Asia): observed new_device_burst and geo_velocity. Source indicator 168.181.76.168 (ipv4) in associated telemetry. Severity high. Awaiting triage.,168.181.76.168,ipv4,ACC-001037,new,benign
INC-00263,2026-05-17 03:47:32,Alert on account ACC-001159 (SMB / East Asia): observed suspicious_oauth_grant. Source indicator secure-auth.co (domain) in associated telemetry. Severity critical. Awaiting triage.,secure-auth.co,domain,ACC-001159,new,phishing_wave
INC-00264,2026-05-17 07:15:01,Alert on account ACC-000163 (Mid-Market / West Africa): observed credential_stuffing and geo_velocity. Source indicator 129.253.218.237 (ipv4) in associated telemetry. Severity critical. Awaiting triage.,129.253.218.237,ipv4,ACC-000163,new,credential_stuffing
INC-00265,2026-05-17 12:21:33,Alert on account ACC-001002 (Enterprise / West Africa): observed impossible_travel and mfa_fatigue. Source indicator 184.227.145.142 (ipv4) in associated telemetry. Severity high. Awaiting triage.,184.227.145.142,ipv4,ACC-001002,new,account_takeover
INC-00266,2026-05-11 01:17:31,Alert on account ACC-001020 (Mid-Market / Southeast Asia): observed off_hours_admin and data_staging. Source indicator login-auth.co (domain) in associated telemetry. Severity medium. Awaiting triage.,login-auth.co,domain,ACC-001020,new,insider_activity
INC-00267,2026-05-19 18:22:15,Alert on account ACC-000018 (Consumer / South Asia): observed new_device_burst and geo_velocity. Source indicator 131.35.18.13 (ipv4) in associated telemetry. Severity high. Awaiting triage.,131.35.18.13,ipv4,ACC-000018,new,benign
INC-00268,2026-05-12 23:39:20,Alert on account ACC-001397 (Education / North America): observed suspicious_oauth_grant and impossible_travel. Source indicator cdn-share.co (domain) in associated telemetry. Severity medium. Awaiting triage.,cdn-share.co,domain,ACC-001397,new,phishing_wave
INC-00269,2026-05-15 16:44:02,Alert on account ACC-000571 (Reseller / South Asia): observed suspicious_oauth_grant. Source indicator login-share.net (domain) in associated telemetry. Severity high. Awaiting triage.,login-share.net,domain,ACC-000571,new,phishing_wave
INC-00270,2026-05-19 02:42:39,Alert on account ACC-000229 (Consumer / West Africa): observed bulk_account_creation. Source indicator 56.2.114.190 (ipv4) in associated telemetry. Severity medium. Awaiting triage.,56.2.114.190,ipv4,ACC-000229,new,api_token_abuse
INC-00271,2026-05-22 19:51:37,Alert on account ACC-001336 (Education / South Asia): observed mass_file_download and anomalous_share_external. Source indicator login-files.com (domain) in associated telemetry. Severity high. Awaiting triage.,login-files.com,domain,ACC-001336,new,data_exfiltration
INC-00272,2026-05-29 05:46:45,Alert on account ACC-000855 (Education / West Africa): observed suspicious_oauth_grant. Source indicator vault-sync.co (domain) in associated telemetry. Severity high. Awaiting triage.,vault-sync.co,domain,ACC-000855,new,phishing_wave
INC-00273,2026-05-23 23:34:40,Alert on account ACC-000549 (Mid-Market / Unknown): observed suspicious_oauth_grant. Source indicator update-auth.net (domain) in associated telemetry. Severity high. Awaiting triage.,update-auth.net,domain,ACC-000549,new,phishing_wave
INC-00274,2026-05-21 12:57:31,Alert on account ACC-000973 (Reseller / West Africa): observed credential_stuffing and geo_velocity. Source indicator 132.191.167.165 (ipv4) in associated telemetry. Severity low. Awaiting triage.,132.191.167.165,ipv4,ACC-000973,new,credential_stuffing
INC-00275,2026-05-22 16:07:38,Alert on account ACC-000485 (Consumer / Unknown): observed geo_velocity. Source indicator 67.73.209.95 (ipv4) in associated telemetry. Severity critical. Awaiting triage.,67.73.209.95,ipv4,ACC-000485,new,credential_stuffing
INC-00276,2026-05-25 11:55:16,Alert on account ACC-000586 (Mid-Market / Middle East): observed mass_file_download and anomalous_share_external. Source indicator secure-portal.net (domain) in associated telemetry. Severity high. Awaiting triage.,secure-portal.net,domain,ACC-000586,new,data_exfiltration
INC-00277,2026-05-16 00:29:13,Alert on account ACC-000445 (SMB / South Asia): observed api_token_abuse and bulk_account_creation. Source indicator 65.112.243.33 (ipv4) in associated telemetry. Severity high. Awaiting triage.,65.112.243.33,ipv4,ACC-000445,new,api_token_abuse
INC-00278,2026-05-20 18:50:18,Alert on account ACC-000730 (Consumer / Eastern Europe): observed off_hours_admin. Source indicator login-share.net (domain) in associated telemetry. Severity high. Awaiting triage.,login-share.net,domain,ACC-000730,new,insider_activity
INC-00279,2026-05-17 16:30:43,Alert on account ACC-001583 (Education / East Asia): observed api_token_abuse and bulk_account_creation. Source indicator 90.137.60.21 (ipv4) in associated telemetry. Severity high. Awaiting triage.,90.137.60.21,ipv4,ACC-001583,new,api_token_abuse
INC-00280,2026-05-21 07:49:44,Alert on account ACC-001278 (Education / Unknown): observed off_hours_admin and data_staging. Source indicator login-sync.net (domain) in associated telemetry. Severity medium. Awaiting triage.,login-sync.net,domain,ACC-001278,new,insider_activity
INC-00281,2026-05-31 19:24:15,Alert on account ACC-001621 (Education / South Asia): observed new_device_burst and geo_velocity and mfa_fatigue. Source indicator 38.33.176.72 (ipv4) in associated telemetry. Severity high. Awaiting triage.,38.33.176.72,ipv4,ACC-001621,new,benign
INC-00282,2026-05-22 21:55:17,Alert on account ACC-000229 (Consumer / West Africa): observed off_hours_admin and data_staging. Source indicator update-files.io (domain) in associated telemetry. Severity medium. Awaiting triage.,update-files.io,domain,ACC-000229,new,insider_activity
INC-00283,2026-05-23 16:34:26,Alert on account ACC-001594 (Mid-Market / Middle East): observed api_token_abuse and bulk_account_creation. Source indicator 2.217.131.15 (ipv4) in associated telemetry. Severity high. Awaiting triage.,2.217.131.15,ipv4,ACC-001594,new,api_token_abuse
INC-00284,2026-05-18 10:38:05,Alert on account ACC-001159 (SMB / East Asia): observed api_token_abuse and bulk_account_creation. Source indicator 190.184.105.170 (ipv4) in associated telemetry. Severity medium. Awaiting triage.,190.184.105.170,ipv4,ACC-001159,new,api_token_abuse
INC-00285,2026-05-16 15:33:04,Alert on account ACC-000147 (Reseller / South Asia): observed suspicious_oauth_grant. Source indicator vault-sync.com (domain) in associated telemetry. Severity medium. Awaiting triage.,vault-sync.com,domain,ACC-000147,new,phishing_wave
INC-00286,2026-05-26 21:03:10,Alert on account ACC-000324 (Mid-Market / East Asia): observed suspicious_oauth_grant. Source indicator dropbox-portal.net (domain) in associated telemetry. Severity medium. Awaiting triage.,dropbox-portal.net,domain,ACC-000324,new,phishing_wave
INC-00287,2026-05-16 06:24:20,Alert on account ACC-000784 (Consumer / North America): observed credential_stuffing and geo_velocity. Source indicator 141.117.27.79 (ipv4) in associated telemetry. Severity low. Awaiting triage.,141.117.27.79,ipv4,ACC-000784,new,credential_stuffing
INC-00288,2026-05-22 01:33:05,Alert on account ACC-001485 (Enterprise / South Asia): observed malware_callback. Flagged indicator http://220.202.65.213:49911/bin.sh (url) in associated telemetry; suspected Mozi activity. Severity critical. Awaiting triage.,http://220.202.65.213:49911/bin.sh,url,ACC-001485,new,malware_delivery
INC-00289,2026-06-01 23:38:51,Alert on account ACC-000903 (SMB / Southeast Asia): observed new_device_burst and geo_velocity and credential_stuffing. Source indicator 85.85.122.254 (ipv4) in associated telemetry. Severity critical. Awaiting triage.,85.85.122.254,ipv4,ACC-000903,new,benign
INC-00290,2026-05-28 16:59:45,Alert on account ACC-001142 (Reseller / Unknown): observed new_device_burst and geo_velocity and impossible_travel. Source indicator 219.93.253.214 (ipv4) in associated telemetry. Severity critical. Awaiting triage.,219.93.253.214,ipv4,ACC-001142,new,benign
INC-00291,2026-05-14 09:25:01,Alert on account ACC-001448 (Education / Eastern Europe): observed api_token_abuse and bulk_account_creation and off_hours_admin. Source indicator 71.26.187.93 (ipv4) in associated telemetry. Severity medium. Awaiting triage.,71.26.187.93,ipv4,ACC-001448,new,api_token_abuse
INC-00292,2026-05-13 15:47:07,Alert on account ACC-000014 (Reseller / East Asia): observed mass_file_download and anomalous_share_external. Source indicator dropbox-sync.co (domain) in associated telemetry. Severity medium. Awaiting triage.,dropbox-sync.co,domain,ACC-000014,new,data_exfiltration
INC-00293,2026-05-14 05:03:37,Alert on account ACC-000628 (Reseller / South Asia): observed malware_callback. Flagged indicator http://122.157.66.34:55687/i (url) in associated telemetry; suspected Mirai activity. Severity low. Awaiting triage.,http://122.157.66.34:55687/i,url,ACC-000628,new,malware_delivery
INC-00294,2026-05-21 14:13:47,Alert on account ACC-001578 (Consumer / Unknown): observed impossible_travel and suspicious_oauth_grant. Source indicator 105.45.242.210 (ipv4) in associated telemetry. Severity low. Awaiting triage.,105.45.242.210,ipv4,ACC-001578,new,account_takeover
INC-00295,2026-05-17 07:53:06,Alert on account ACC-000938 (SMB / Southeast Asia): observed new_device_burst and geo_velocity. Source indicator 196.165.241.70 (ipv4) in associated telemetry. Severity low. Awaiting triage.,196.165.241.70,ipv4,ACC-000938,new,benign
INC-00296,2026-05-16 11:11:03,Alert on account ACC-000325 (SMB / Middle East): observed new_device_burst and geo_velocity. Source indicator 121.137.177.13 (ipv4) in associated telemetry. Severity medium. Awaiting triage.,121.137.177.13,ipv4,ACC-000325,new,benign
INC-00297,2026-05-16 06:48:52,Alert on account ACC-001688 (Reseller / North America): observed api_token_abuse and bulk_account_creation. Source indicator 118.145.171.154 (ipv4) in associated telemetry. Severity critical. Awaiting triage.,118.145.171.154,ipv4,ACC-001688,new,api_token_abuse
INC-00298,2026-05-12 10:28:17,Alert on account ACC-000324 (Mid-Market / East Asia): observed new_device_burst and geo_velocity. Source indicator 144.52.173.1 (ipv4) in associated telemetry. Severity low. Awaiting triage.,144.52.173.1,ipv4,ACC-000324,new,benign
INC-00299,2026-05-11 03:15:09,Alert on account ACC-001323 (SMB / Southeast Asia): observed mass_file_download and anomalous_share_external. Source indicator update-sync.com (domain) in associated telemetry. Severity high. Awaiting triage.,update-sync.com,domain,ACC-001323,new,data_exfiltration
INC-00300,2026-05-27 10:29:25,Alert on account ACC-000474 (Mid-Market / East Asia): observed new_device_burst and geo_velocity. Source indicator 163.245.196.179 (ipv4) in associated telemetry. Severity high. Awaiting triage.,163.245.196.179,ipv4,ACC-000474,new,benign
